max_number,min_number,average_number,max_length,min_length,average_length
155842179393354,0,3718565594271,87,1,14
155845351011070,0,14842558864117,87,2,14
155845351018070,0,7437258406779,88,2,15
155845401296727,0,14842511321323,88,2,14
155845401296727,0,18335259567724,88,2,14
155845401303727,0,7264533806067,88,2,15
155845543769461,0,14842524983545,88,2,14
155845543769461,0,18335276420982,88,2,14
155847192093949,0,14842682063909,88,2,14
155847192100949,0,7618989231811,88,2,15
155853597744910,0,14843292020274,88,2,14
155853597751910,0,7437905649813,88,2,15
155854237094002,0,14843352825815,88,2,14
155854237101002,0,7264771162642,88,2,15
155874337108002,0,14845267112852,88,2,14
155874337108002,0,18338664428430,88,2,14
155890367273725,0,14846809029732,88,2,14
155890367280725,0,7266342043485,88,2,15
155890527172608,0,14846809023755,88,2,14
155890527172608,0,18340569241318,88,2,14
155890527179608,0,7266349945756,88,2,15
155909897642655,0,14848654783280,88,2,14
155909899690935,0,3764978931246,88,1,14
155910883407127,0,14848747903227,87,2,14
155910883414127,0,7725203981234,88,2,15
155910883421127,0,7621789700082,88,2,15
155912430611839,0,14848897814714,88,2,14
155912430611839,0,18343146459443,88,2,14
155912430618839,0,7267359356695,88,2,15
155912930625839,0,14848942685946,88,2,14
155914407368644,0,14849083328114,87,2,14
155914407375644,0,7267445950031,88,2,15
155914407382644,0,7440481330479,88,2,15
155914765691697,0,14849117454107,87,2,14
155915260405025,0,14849213594227,88,2,14
155915260412025,0,7440506863846,88,2,15
155915260412025,0,18343480058254,88,2,14
155915260419025,0,7622406341237,87,2,15
155915260426025,0,7622023320699,87,2,15
155915260433025,0,7440557175547,88,2,15
155915262481305,0,3720296297867,88,1,14
155915260433025,0,18343480156014,87,2,14
155917210004072,0,14849558280307,88,2,14
155917834895066,0,14849425698156,88,2,14
155917834902066,0,7267728537509,88,2,15
155917834909066,0,7440782040592,88,2,15
155918066591772,0,14850258147962,88,2,14
155918066598772,0,7622301854386,87,2,15
155918066605772,0,7267835095338,87,2,15
155918066612772,0,7622371150415,88,2,15
155918066619772,0,7622379569287,88,2,15
155918066619772,0,18343810583256,88,2,14
155918066626772,0,7441695063126,88,2,15
155918068675052,0,3721028376398,87,1,14
155925988209435,0,14850186645761,88,2,14
155925988216435,0,7269242693848,88,2,15
155925988223435,0,7269309670836,88,2,15
155925988223435,0,18344742980136,88,2,14
155925988230435,0,7269314322288,88,2,15
155927674969290,0,14850347103285,88,2,14
155927677017570,0,3721266191430,88,1,14
155927677017570,0,18344941755909,88,2,14
155927677024570,0,8522565378509,88,2,15
155979663998013,0,14855308577165,88,2,14
155983143005013,0,14855961388175,88,2,14
155983143012013,0,8464594190730,88,2,15
155983143019013,0,8464594191071,88,2,15
155989143026013,0,14856490529613,88,2,14
155989143033013,0,9196594191751,88,2,15
155989143040013,0,9196594192092,88,2,15
155989143047013,0,7272335184477,88,2,15
155989143047013,0,18352173315237,88,2,14
155989143047013,0,18352173325237,87,2,14
155989143047013,0,18352173372292,88,2,14
155993902204690,0,14856659024796,88,2,14
155993904252970,0,3722758941192,87,1,14
155993904259970,0,7272301752507,88,2,15
155997383266970,0,14860283222629,88,2,14
155997383273970,0,7627628532098,87,2,15
155997385322250,0,3722822426760,88,1,14
155997385329250,0,7272460937173,87,2,15
155997385336250,0,7445676000382,88,2,15
155997385343250,0,7272520744883,88,2,15
155997385343250,0,18353143921804,88,2,14
155997385350250,0,7445662632040,87,2,15
155998003872527,0,14857045852645,88,2,14
155998003879527,0,7272548083822,88,2,15
155998003886527,0,7445739251167,88,2,15
155998067990955,0,14857424184560,88,2,14
155998067990955,0,18353224520932,88,2,14
155998067990955,0,18353224562695,88,2,14
156021915963688,0,14859488226009,87,2,14
156021915970688,0,7273717970179,88,2,15
156021918018968,0,3723468456870,88,1,14
156025090494467,0,14859624924836,88,2,14
156025090494467,0,18356403897803,88,2,14
156025614621871,0,14859674685419,88,2,14
156026284917458,0,14859740346380,88,2,14
156027465462023,0,14859850765426,87,2,14
156027465462023,0,18356683532795,88,2,14
156028057004402,0,14859907102790,88,2,14
156028057011402,0,7629197756243,88,2,15
156028057018402,0,7447166953127,88,2,15
156028057018402,0,18356753442348,88,2,14
156028057025402,0,7274011908043,88,2,15
156028057025402,0,18356753521402,88,2,14
156028057025402,0,18356753524343,88,2,14
156028211932402,0,14859922104519,88,2,14
156028211939402,0,7447247227453,88,2,15
156035820730673,0,14860651266047,88,2,14
156035820730673,0,18357666951431,88,2,14
156038082948885,0,14860862406562,88,2,14
156037770737673,0,14860832410701,88,2,14
156038082955885,0,7631694475371,88,2,15
156039139843619,0,14860962611264,87,2,14
156039139850619,0,7631801872892,88,2,15
156039139857619,0,7450078419358,88,2,15
156039139857619,0,18358057607533,88,2,14
156039139864619,0,7276825433188,88,2,15
156040154892392,0,14861059473048,88,2,14
156040154892392,0,18358177057504,88,2,14
156043276509836,0,14861357321785,88,2,14
156043276509836,0,18358544380141,88,2,14
156060638557462,0,14863959587701,88,2,14
156061638564462,0,14863109911622,87,2,14
156063828571462,0,14863313918664,88,2,14
156080650868069,0,14864916993900,88,2,14
156064826079230,0,14863443046060,87,2,14
156082268686382,0,14865070310555,88,2,14
156082268686382,0,18363131933249,87,2,14
156082268686382,0,18363131963248,88,2,14
156082268693382,0,7633912942772,88,2,15
156084011534649,0,14865236105627,87,2,14
156084011534649,0,18363337054218,88,2,14
156084013582929,0,3771026934989,87,1,14
156084181787541,0,14865264236330,87,2,14
156085188732803,0,14865349172588,87,2,14
156088453330933,0,14865659133838,87,2,14
156088453337933,0,7452453474312,87,2,15
156088453344933,0,7735262066268,87,2,15
156088453344933,0,18363859806595,88,2,14
156088453344933,0,18363859816595,88,2,14
156088453351933,0,7279605719977,88,2,15
156091890358933,0,14866637136021,88,2,14
156092942779022,0,14867840446688,87,2,14
156092942779022,0,18364388084717,87,2,14
156097665904146,0,14866537473640,88,2,14
156097665904146,0,18364943815905,87,2,14
156099334299165,0,14866695797006,88,2,14
156100816494953,0,14866836768493,88,2,14
156100816494953,0,18365314515407,87,2,14
156100816494953,0,18365314550111,88,2,14
156100818543233,0,3726185951092,88,1,14
156100818550233,0,9787984089786,87,2,15
156105508850751,0,14867495878086,88,2,14
156105508857751,0,9788212885274,88,2,15
156105508857751,0,18365866721609,88,2,14
156105508864751,0,7438043991012,88,2,15
156105508871751,0,7634347379839,88,2,15
156105508878751,0,7279724116565,88,2,15
156105508885751,0,7635225905731,88,2,15
156105508892751,0,10032115326005,88,2,15
156105508906751,0,7279739591719,88,2,15
156105508899751,0,10276017765370,88,2,15
156105508913751,0,10519920205077,87,2,15
156109021920751,0,14867618047128,88,2,14
156109021927751,0,11060583155357,87,2,15
156109021934751,0,10861291571954,88,2,15
156109021934751,0,18366280157718,88,2,14
156109021941751,0,7634989229525,88,2,15
156109021948751,0,11105194011660,88,2,15
156109021955751,0,11349096451026,88,2,15
156109021962751,0,7279873735397,88,2,15
156109246194702,0,14867651450478,87,2,14
156109246201702,0,7635713280192,88,2,15
156109246208702,0,7280433188697,88,2,15
156109246215702,0,7280437840182,88,2,15
156109246222702,0,7453848957481,87,2,15
156126121382308,0,14869322564963,88,2,14
156127121389308,0,14869352120522,87,2,14
156127121396308,0,7281327050727,88,2,15
156130808310560,0,14869700603308,88,2,14
156130808317560,0,7281493878336,88,2,15
156133937608240,0,14869995535476,88,2,14
156135591048917,0,14870148630709,87,2,14
156135591048917,0,18369407057556,88,2,14
156135591055917,0,7281620940085,88,2,15
156135591055917,0,18369407093083,88,2,14
156220838682796,0,14878267262504,88,2,14
156223131054076,0,14878485774052,88,2,14
156225130961076,0,14879310002644,88,2,14
156225130968076,0,7459262249939,88,2,15
156225130968076,0,18379941512735,88,2,14
156231429553165,0,14879362551971,87,2,14
156231429560165,0,9334855211599,88,2,15
156231429560165,0,18380682732383,88,2,14
156231529567165,0,14879362553297,88,2,14
156231529567165,0,18380694630848,88,2,14
156231529567165,0,18380694648494,88,2,14
156231529567165,0,18380694672611,88,2,14
156234667144559,0,14879591921406,87,2,14
156246724060168,0,14880733488403,87,2,14
156247520330366,0,14880808847958,88,2,14
156247520337366,0,7642190857817,88,2,15
156247520344366,0,7460204438212,87,2,15
156247520351366,0,7460209774259,88,2,15
156247520358366,0,7286730477514,87,2,15
156247520365366,0,7642182418700,87,2,15
156247522413646,0,3730129888963,87,1,14
156247522413646,0,18382576545121,88,2,14
156247524461926,0,3731689787389,88,1,14
156247524468926,0,7644608165158,88,2,15
156247524468926,0,18382577207487,88,2,14
156247524475926,0,7462599016923,88,2,15
156250524482926,0,14881117999037,87,2,14
156250524489926,0,7462789990921,88,2,15
156250524496926,0,7289259991468,88,2,15
156282267861852,0,14884117660445,88,2,14
156282267861852,0,18386664898404,88,2,14
156282267868852,0,7290574613404,87,2,15
156282267875852,0,7646592393253,88,2,15
156282267882852,0,7464200617720,88,2,15
156282269931132,0,3777089174953,88,1,14
156282269938132,0,7290668325016,88,2,15
156282269945132,0,7646558560699,88,2,15
156282269952132,0,7292587879130,88,2,15
156282269952132,0,18386665488418,88,2,14
156282269959132,0,7292634436687,88,2,15
156282619862107,0,14884175875647,88,2,14
156282619869107,0,7648747056816,87,2,15
156282621917387,0,3733165897234,88,1,14
156282621917387,0,18386707161961,87,2,14
156282621917387,0,18386707176078,88,2,14
156282702394331,0,14884159044456,88,2,14
156284524200656,0,14884333502201,88,2,14
156284526248936,0,3778185895691,87,1,14
156284845304872,0,14884364083553,88,2,14
156284526248936,0,18386931328608,87,2,14
156284845311872,0,7745343641780,87,2,15
156284845311872,0,18386968909539,88,2,14
156284845318872,0,7648847988719,87,2,15
156300609823580,0,14885864744284,88,2,14
156300609823580,0,18388823620325,88,2,14
156300609823580,0,18388823659736,88,2,14
156302218452795,0,14886017716683,88,2,14
156302218459795,0,7649441397596,88,2,15
156304526412438,0,14886239541514,88,2,14
156305582539438,0,14886338105884,88,2,14
156305582539438,0,18389408831596,88,2,14
156308156756075,0,14886583459845,88,2,14
156308156756075,0,18389711788254,87,2,14
156311032969800,0,14886857194481,88,2,14
156311032969800,0,18390050333392,88,2,14
156311207825842,0,14887362853236,88,2,14
156311207832842,0,7649552864317,88,2,15
156311207839842,0,7467454043595,88,2,15
156312863299480,0,14887031702062,88,2,14
156312863299480,0,18390265909815,88,2,14
156312863299480,0,18390265983930,88,2,14
156312863299480,0,18390266009223,88,2,14
156313435834831,0,14887086038757,88,2,14
156313437883111,0,3733713843067,87,1,14
156315028310593,0,14887237703113,87,2,14
156315028317593,0,7293762311555,88,2,15
156315028317593,0,18390520894288,88,2,14
156315028317593,0,18390520910759,88,2,14
156315028324593,0,7293939056152,87,2,15
156315028324593,0,18390520965698,87,2,14
156315792746632,0,14887313167659,88,2,14
156315792746632,0,18390611000640,87,2,14
156479699281757,0,14902934993302,88,2,14
156479699288757,0,7657792180046,88,2,15
156483482848538,0,14903290716074,88,2,14
156483482855538,0,7658313110663,88,2,15
156483482855538,0,18410339444621,88,2,14
156491851736763,0,14904093366882,88,2,14
156493675596428,0,14904252682700,88,2,14
156493831718840,0,14904266835162,88,2,14
156495386020282,0,14904414627825,88,2,14
156495386027282,0,7476166769493,88,2,15
156498386034282,0,14904700579994,88,2,14
156498760760263,0,14904736222106,88,2,14
156498760760263,0,18412137192223,87,2,14
156514098410134,0,14906221171820,88,2,14
156514420582082,0,14906227633703,87,2,14
156515392271948,0,14906320175595,87,2,14
156515392278948,0,7659494085462,88,2,15
156515392285948,0,7659679544776,88,2,15
156518317407873,0,14906598759958,88,2,14
156519974348667,0,14906756563842,88,2,14
156521507241174,0,14906902553602,88,2,14
156521507248174,0,7303590924657,88,2,15
156521507248174,0,18414813889594,88,2,14
156523198893647,0,14907072996686,88,2,14
156524898900647,0,14907225378304,88,2,14
156525998907647,0,14907342398318,88,2,14
156535998914647,0,14908293496841,88,2,14
156535998914647,0,18416519004461,88,2,14
156535998914647,0,18416519026225,88,2,14
156535998914647,0,18416519080929,88,2,14
156536589921647,0,14908338808865,88,2,14
156540590343471,0,14908752791225,88,2,14
156540590343471,0,18417059352550,88,2,14
156540590350471,0,7660796845769,88,2,15
156540845836855,0,14909231590827,88,2,14
156540845836855,0,18417089452946,88,2,14
156559872505939,0,14910571510663,88,2,14
156561697247024,0,14910730935086,87,2,14
2548224069,0,416785136,158,2,16
2548229069,0,416785724,158,2,16
2548234069,0,416786312,158,2,16
2548239069,0,416786901,155,2,16
2548244069,0,416787489,158,2,16
2548249069,0,416788077,158,2,16
2548254069,0,416788665,158,2,16
2548259069,0,416789253,158,2,16
2548269069,0,416790429,158,2,16
2548264069,0,416789841,158,2,16
2548274069,0,416791017,158,2,16
2548279069,0,416791605,158,2,16
2548284069,0,416792194,158,2,16
2548289069,0,416792782,158,2,16
2548294069,0,416793370,158,2,16
2548299069,0,416793958,158,2,16
2548304069,0,416794546,158,2,16
2548309069,0,416795134,158,2,16
2548314069,0,416795722,158,2,16
2548319069,0,416796311,158,2,16
2548324069,0,416796899,158,2,16
2548329069,0,416797487,158,2,16
2548339069,0,416798663,158,2,16
2548334069,0,416798075,158,2,16
2548344069,0,416799251,158,2,16
2548349069,0,416799839,158,2,16
2548354069,0,416800427,158,2,16
2548359069,0,416801016,158,2,16
2548364069,0,416801604,158,2,16
2548369069,0,416802192,158,2,16
2548374069,0,416802780,158,2,16
2548379069,0,416803368,158,2,16
2548384069,0,416803956,158,2,16
2548389069,0,416804544,158,2,16
2548394069,0,416805133,158,2,16
2548399069,0,416805721,158,2,16
2548404069,0,416806309,158,2,16
2548409069,0,416806897,158,2,16
2548414069,0,416807485,158,2,16
2548419069,0,416808073,158,2,16
2548424069,0,416808661,158,2,16
2548429069,0,416809249,158,2,16
2548434069,0,416809837,158,2,16
2548439069,0,416810426,158,2,16
2548444069,0,416811014,158,2,16
2548454069,0,416812190,158,2,16
2548449069,0,416811602,158,2,16
2548459069,0,416812778,158,2,16
2548464069,0,416813366,158,2,16
2548474069,0,416814542,158,2,16
2548469069,0,416813954,158,2,16
2548484069,0,416815719,158,2,16
2548479069,0,416815131,158,2,16
2548489069,0,416816307,158,2,16
2548494069,0,416816895,158,2,16
2548499069,0,416817483,158,2,16
2548504069,0,416818071,158,2,16
2548509069,0,416818659,158,2,16
2548514069,0,416819248,158,2,16
2548519069,0,416819836,158,2,16
2548524069,0,416820424,158,2,16
2548529069,0,416821012,158,2,16
2548534069,0,416821600,158,2,16
2548539069,0,416822188,158,2,16
2548544069,0,416822776,158,2,16
2548549069,0,416823364,158,2,16
2548554069,0,416823952,158,2,16
2548559069,0,416824541,158,2,16
2548564069,0,416825129,158,2,16
2548569069,0,416825717,158,2,16
2548574069,0,416826305,158,2,16
2548579069,0,416826893,158,2,16
2548584069,0,416827481,158,2,16
2548589069,0,416828069,158,2,16
2548594069,0,416828657,158,2,16
2548599069,0,416829246,155,2,16
2548604069,0,416829834,158,2,16
2548609069,0,416830421,158,2,16
2548614069,0,416831010,158,2,16
2548619069,0,416831598,158,2,16
2548624069,0,416832186,158,2,16
2548629069,0,416832774,158,2,16
2548634069,0,416833362,158,2,16
2548639069,0,416833950,158,2,16
2548644069,0,416834538,158,2,16
2548649069,0,416835127,158,2,16
2548654069,0,416835715,158,2,16
2548659069,0,416836303,158,2,16
2548664069,0,416836891,158,2,16
2548669069,0,416837479,158,2,16
2548674069,0,416838067,158,2,16
2548679069,0,416838655,158,2,16
2548684069,0,416839243,158,2,16
2548689069,0,416839831,158,2,16
2548694069,0,416840419,158,2,16
2548699069,0,416841007,158,2,16
2548704069,0,416841596,158,2,16
