max_number,min_number,average_number,max_length,min_length,average_length,time,fee,sender
118862445725529,0,11320325077350,88,2,14,1701552026,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118862445725529,0,13984301574584,88,2,14,1701552025,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118862445725529,0,13984301631053,88,2,14,1701552016,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118864274031416,0,11320499296326,87,2,14,1701552003,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118864274031416,0,13984516868212,87,2,14,1701551994,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118880162185858,0,11326246184915,88,2,14,1701551990,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118880162192858,0,5673643707988,88,2,15,1701551985,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118880162199858,0,5812020732945,88,2,15,1701551980,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118895290244471,0,11323453317241,87,2,14,1701551974,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
145393782525789,0,12585654954351,88,2,15,1701551969,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118895290258471,0,5674359516363,87,2,15,1701551967,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118897786324696,0,11323769960005,88,2,14,1701551964,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118900098846127,0,11323985307794,88,2,14,1701551956,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118900098846127,0,13988731911693,88,2,14,1701551921,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118900098846127,0,13988731932869,88,2,14,1701551916,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118901455157138,0,11324041496160,88,2,14,1701551914,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118903268644444,0,11324213168587,88,2,14,1701551899,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118906686476605,0,11324863145147,88,2,14,1701551893,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914615722019,0,11325319781261,88,2,14,1701551887,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914615729019,0,5675152836112,88,2,15,1701551851,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914615729019,0,13990440547297,87,2,14,1701551765,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118914615729019,0,13990440572002,88,2,14,1701551759,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118914615736019,0,5676883189162,87,2,15,1701551750,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914726170500,0,11325304302577,88,2,14,1701551733,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914776199136,0,11325308931929,88,2,14,1701551705,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914776206136,0,5815375525595,87,2,15,1701551653,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118914776213136,0,5815375525933,88,2,15,1701551607,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118915276164090,0,11325359048038,88,2,14,1701551589,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118915276171090,0,5544914065397,88,2,15,1701551561,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118915276178090,0,5676940353040,88,2,15,1701551551,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118915276185090,0,5676940599539,88,2,15,1701551532,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118915276185090,0,13990519581489,88,2,14,1701551504,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118916062712681,0,11325810938237,87,2,14,1701551487,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118923987691727,0,11326193075144,87,2,14,1701551481,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118923989740007,0,2838654366832,87,1,14,1701551449,9000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118923989740007,0,13991544991466,88,2,14,1701551440,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118923989747007,0,5677274042964,87,2,15,1701551428,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118923989747007,0,13991545046405,87,2,14,1701551424,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118933989754007,0,11327138794250,87,2,14,1701551412,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118953989761007,0,11329055064706,88,2,14,1701551400,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118956031993629,0,11329238245640,87,2,14,1701551387,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118956031993629,0,13995314912470,88,2,14,1701551378,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118959444672283,0,11329563072175,88,2,14,1701551366,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118985343177496,0,11333497854189,88,2,14,1701551353,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118985902011807,0,11332083009270,88,2,14,1701551348,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
148260912525789,0,12726499800365,88,2,15,1701551343,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118985902018807,0,13998829158366,88,2,14,1701551338,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118985902018807,0,13998829214247,88,2,14,1701551328,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
1474278937004990,0,75875430590868,87,2,15,1701551327,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118985902025807,0,13998829219776,88,2,14,1701551327,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118987487824117,0,11333840590501,88,2,14,1701551314,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
118987487824117,0,13999015863103,88,2,14,1701551308,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
118996172373077,0,11333089541297,88,2,14,1701551303,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119075232775626,0,11341016706325,88,2,14,1701551299,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119075232775626,0,14009338893863,88,2,14,1701551279,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119076241356777,0,11344432879881,87,2,14,1701551274,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119076243405057,0,2876497147511,87,1,14,1701551272,9000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119076243412057,0,5684626109345,88,2,15,1701551245,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119076243419057,0,5552427130384,87,2,15,1701551242,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119076719012614,0,11340732056948,88,2,14,1701551233,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119076719012614,0,14009513957026,88,2,14,1701551215,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119088788477273,0,11341917320638,88,2,14,1701551186,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119088788477273,0,14010934003451,88,2,14,1701551184,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119088788484273,0,5685229602973,87,2,15,1701551163,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119090375391273,0,11342137545357,88,2,14,1701551158,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119090375398273,0,5823971531070,87,2,15,1701551116,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119092308086517,0,11342216921110,88,2,14,1701551099,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119092716753006,0,11342368964575,88,2,14,1701551078,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093844378772,0,11342364190777,88,2,14,1701551074,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093844385772,0,5685476749283,88,2,15,1701550999,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093844392772,0,5553265662420,87,2,15,1701550980,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093844399772,0,5789403667352,88,2,15,1701550978,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093844406772,0,5553288918889,88,2,15,1701550941,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119093912724939,0,11342369673743,88,2,14,1701550932,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116416334,0,11342411323792,88,2,14,1701550920,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
148331438034367,0,13203352228534,88,2,15,1701550916,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116430334,0,5553315524628,88,2,15,1701550883,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116437334,0,5824259615607,87,2,15,1701550851,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116444334,0,5685546614195,87,2,15,1701550839,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116451334,0,5824860055497,88,2,15,1701550836,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116458334,0,5685927722956,88,2,15,1701550827,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094116458334,0,14011561946451,88,2,14,1701550825,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119094116465334,0,5824621661272,88,2,15,1701550825,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094346730708,0,11342427959828,88,2,14,1701550818,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119094348778988,0,2842993431219,88,1,14,1701550799,9000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263152685988,0,11358543332325,88,2,14,1701550797,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263250901120,0,11358501930281,88,2,14,1701550794,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263250908120,0,5693995584140,87,2,15,1701550766,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263250915120,0,5561584059255,88,2,15,1701550748,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263250922120,0,5561630106111,88,2,15,1701550744,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119263250922120,0,14031460389819,88,2,14,1701550722,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119263250922120,0,14031460428641,88,2,14,1701550713,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119263407759099,0,11358511937487,88,2,14,1701550696,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119264412899284,0,11358618325487,88,2,14,1701550696,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119267386416558,0,11358890945380,88,2,14,1701550691,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119267386416558,0,14031947119745,88,2,14,1701550681,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119267386423558,0,5833183947439,88,2,15,1701550665,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119267713125585,0,11358922068099,88,2,14,1701550660,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119267713125585,0,14031985757269,88,2,14,1701550636,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119267715173865,0,2882083036082,88,1,14,1701550611,9000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119267715173865,0,14031986134708,88,2,14,1701550608,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119268748515158,0,11359039834982,88,2,14,1701550586,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119278948522158,0,11359993214178,88,2,14,1701550568,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119280518768571,0,11360141557415,87,2,14,1701550559,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119280518768571,0,14033492678778,88,2,14,1701550543,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
1474509405243565,0,77795568579227,88,2,15,1701550532,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119280518775571,0,14033492761951,88,2,14,1701550523,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119281193968104,0,11360206052601,88,2,14,1701550518,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119281193975104,0,5562525763900,88,2,15,1701550509,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119282639675277,0,11360343548520,88,2,14,1701550501,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119282639675277,0,14033742408380,88,2,14,1701550492,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119282639675277,0,14033742451908,88,2,14,1701550481,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119282869825906,0,11360366420481,88,2,14,1701550481,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119282869825906,0,14033769555510,88,2,14,1701550476,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119312869832906,0,11369893589025,87,2,14,1701550469,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119314911684804,0,11363418975718,88,2,14,1701550458,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119314913733084,0,2848311439571,88,1,14,1701550454,9000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119314913733084,0,14037539597523,88,2,14,1701550435,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119322896469160,0,11364177528875,88,2,14,1701550414,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119322896469160,0,14038478922935,88,2,14,1701550393,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119323055376160,0,11364192884114,88,2,14,1701550368,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119323055383160,0,5696980511589,87,2,15,1701550364,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119323055383160,0,14038497835160,88,2,14,1701550342,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119328055390160,0,11364669806551,87,2,14,1701550340,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119328055390160,0,14039086085982,88,2,14,1701550338,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119329072077065,0,11364765681994,88,2,14,1701550319,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119329072084065,0,5836429853920,88,2,15,1701550317,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119334967655667,0,11365327356145,88,2,14,1701550313,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119334967655667,0,14039899449563,88,2,14,1701550298,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119334967655667,0,14039899463680,88,2,14,1701550294,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119334967662667,0,5565035679796,87,2,15,1701550293,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119334967669667,0,5565042656861,88,2,15,1701550288,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119339856270284,0,11366681670463,87,2,14,1701550286,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119348460809239,0,11366624414616,88,2,14,1701550275,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119348460816239,0,5565672570652,87,2,15,1701550274,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349433824963,0,11366705086548,88,2,14,1701550272,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349433824963,0,14041601488294,88,2,14,1701550248,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119349433831963,0,5837341314878,88,2,15,1701550239,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
1580171749121279,0,80935256492186,88,2,15,1701550233,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349951894356,0,11366755382604,88,2,14,1701550225,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349951894356,0,14041662525276,88,2,14,1701550222,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119349951894356,0,14041662534688,87,2,14,1701550220,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119349951901356,0,5837341981574,88,2,15,1701550216,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349951908356,0,5565856136910,87,2,15,1701550206,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119349951908356,0,14041662603390,88,2,14,1701550201,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119350814834566,0,11366836420784,88,2,14,1701550200,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119350814834566,0,14041764140002,88,2,14,1701550199,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119350814834566,0,14041764152355,88,2,14,1701550197,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119366709354473,0,11369712097390,88,2,14,1701550195,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119366709354473,0,14043634111755,88,2,14,1701550193,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119366709354473,0,14043634139989,88,2,14,1701550187,5000,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7
119366709361473,0,5838178214457,88,2,15,1701550185,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119367809368473,0,11368456833436,88,2,14,1701550178,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119391594359220,0,11370870902069,88,2,14,1701550174,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119392734907609,0,11371196908789,88,2,14,1701550173,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
119395903231441,0,11371131506196,88,2,14,1701550172,7000,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm
2548469069,0,416813954,158,2,16,1701554666,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548484069,0,416815719,158,2,16,1701554666,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548479069,0,416815131,158,2,16,1701554666,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548489069,0,416816307,158,2,16,1701554664,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548494069,0,416816895,158,2,16,1701554664,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548499069,0,416817483,158,2,16,1701554664,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548504069,0,416818071,158,2,16,1701554663,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548509069,0,416818659,158,2,16,1701554662,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548514069,0,416819248,158,2,16,1701554662,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548519069,0,416819836,158,2,16,1701554662,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548524069,0,416820424,158,2,16,1701554660,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548529069,0,416821012,158,2,16,1701554659,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548534069,0,416821600,158,2,16,1701554658,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548539069,0,416822188,158,2,16,1701554657,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548544069,0,416822776,158,2,16,1701554656,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548549069,0,416823364,158,2,16,1701554656,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548554069,0,416823952,158,2,16,1701554656,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548559069,0,416824541,158,2,16,1701554656,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548564069,0,416825129,158,2,16,1701554654,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548569069,0,416825717,158,2,16,1701554654,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548574069,0,416826305,158,2,16,1701554654,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548579069,0,416826893,158,2,16,1701554654,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548584069,0,416827481,158,2,16,1701554652,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548589069,0,416828069,158,2,16,1701554651,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548594069,0,416828657,158,2,16,1701554651,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548599069,0,416829246,155,2,16,1701554650,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548604069,0,416829834,158,2,16,1701554649,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548609069,0,416830421,158,2,16,1701554648,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548614069,0,416831010,158,2,16,1701554647,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548619069,0,416831598,158,2,16,1701554646,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548624069,0,416832186,158,2,16,1701554646,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548629069,0,416832774,158,2,16,1701554646,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548634069,0,416833362,158,2,16,1701554645,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548639069,0,416833950,158,2,16,1701554644,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548644069,0,416834538,158,2,16,1701554644,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548649069,0,416835127,158,2,16,1701554643,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548654069,0,416835715,158,2,16,1701554642,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548659069,0,416836303,158,2,16,1701554642,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548664069,0,416836891,158,2,16,1701554640,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548669069,0,416837479,158,2,16,1701554638,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548674069,0,416838067,158,2,16,1701554638,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548679069,0,416838655,158,2,16,1701554637,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548684069,0,416839243,158,2,16,1701554637,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548689069,0,416839831,158,2,16,1701554637,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548694069,0,416840419,158,2,16,1701554635,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548699069,0,416841007,158,2,16,1701554635,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548704069,0,416841596,158,2,16,1701554635,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
2548709069,0,416842184,158,2,16,1701554634,5000,LeiZNZYj56ZQjveMM7NgLAaDPM9QtGHv2qocSy6teAV
